"","Level_Number","Report_Number","Table_Number","Line_Number","CO","DIST","SCHL","Line_Text","NoStud5","NoHFZ5","Perc5a","Perc5b","Perc5c","NoStud7","NoHFZ7","Perc7a","Perc7b","Perc7c","NoStud9","NoHFZ9","Perc9a","Perc9b","Perc9c","ChrtNum"
"947",1,3,1,1,41,69005,6044424,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"948",1,3,1,2,41,69005,6044424,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"949",1,3,1,3,41,69005,6044424,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"950",1,3,1,4,41,69005,6044424,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"951",1,3,1,5,41,69005,6044424,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"952",1,3,1,6,41,69005,6044424,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"953",1,3,1,1,41,69005,132076,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"954",1,3,1,2,41,69005,132076,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"955",1,3,1,3,41,69005,132076,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"956",1,3,1,4,41,69005,132076,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"957",1,3,1,5,41,69005,132076,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"958",1,3,1,6,41,69005,132076,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1736"
"959",1,3,1,1,41,69005,127282,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"960",1,3,1,2,41,69005,127282,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"961",1,3,1,3,41,69005,127282,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"962",1,3,1,4,41,69005,127282,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"963",1,3,1,5,41,69005,127282,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"964",1,3,1,6,41,69005,127282,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","1498"
"965",1,3,1,1,41,68999,6044416,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"966",1,3,1,2,41,68999,6044416,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"967",1,3,1,3,41,68999,6044416,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"968",1,3,1,4,41,68999,6044416,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"969",1,3,1,5,41,68999,6044416,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"970",1,3,1,6,41,68999,6044416,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"971",1,3,1,1,41,68999,6044333,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"972",1,3,1,2,41,68999,6044333,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"973",1,3,1,3,41,68999,6044333,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"974",1,3,1,4,41,68999,6044333,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"975",1,3,1,5,41,68999,6044333,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"976",1,3,1,6,41,68999,6044333,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"977",1,3,1,1,41,68999,6044325,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"978",1,3,1,2,41,68999,6044325,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"979",1,3,1,3,41,68999,6044325,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"980",1,3,1,4,41,68999,6044325,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"981",1,3,1,5,41,68999,6044325,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"982",1,3,1,6,41,68999,6044325,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"983",1,3,1,1,41,68999,6044317,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"984",1,3,1,2,41,68999,6044317,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"985",1,3,1,3,41,68999,6044317,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"986",1,3,1,4,41,68999,6044317,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"987",1,3,1,5,41,68999,6044317,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"988",1,3,1,6,41,68999,6044317,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"989",1,3,1,1,41,68999,134197,"Aerobic Capacity                   ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"990",1,3,1,2,41,68999,134197,"Body Composition                   ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"991",1,3,1,3,41,68999,134197,"Abdominal Strength                 ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"992",1,3,1,4,41,68999,134197,"Trunk Extension Strength           ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"993",1,3,1,5,41,68999,134197,"Upper Body Strength                ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"994",1,3,1,6,41,68999,134197,"Flexibility                        ",3,"**","**","**","**",6,"**","**","**","**",2,"**","**","**","**","125"
"995",1,3,1,1,41,68981,6044275,"Aerobic Capacity                   ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"996",1,3,1,2,41,68981,6044275,"Body Composition                   ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"997",1,3,1,3,41,68981,6044275,"Abdominal Strength                 ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"998",1,3,1,4,41,68981,6044275,"Trunk Extension Strength           ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"999",1,3,1,5,41,68981,6044275,"Upper Body Strength                ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"1000",1,3,1,6,41,68981,6044275,"Flexibility                        ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"1001",1,3,1,1,41,68973,6044267,"Aerobic Capacity                   ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1002",1,3,1,2,41,68973,6044267,"Body Composition                   ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1003",1,3,1,3,41,68973,6044267,"Abdominal Strength                 ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1004",1,3,1,4,41,68973,6044267,"Trunk Extension Strength           ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1005",1,3,1,5,41,68973,6044267,"Upper Body Strength                ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1006",1,3,1,6,41,68973,6044267,"Flexibility                        ",NA,"0","0","0","0",5,"**","**","**","**",NA,"0","0","0","0","0"
"1007",1,3,1,1,41,68932,6044069,"Aerobic Capacity                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1008",1,3,1,2,41,68932,6044069,"Body Composition                   ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1009",1,3,1,3,41,68932,6044069,"Abdominal Strength                 ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1010",1,3,1,4,41,68932,6044069,"Trunk Extension Strength           ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1011",1,3,1,5,41,68932,6044069,"Upper Body Strength                ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1012",1,3,1,6,41,68932,6044069,"Flexibility                        ",4,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1013",1,3,1,1,41,68932,6044051,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1014",1,3,1,2,41,68932,6044051,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1015",1,3,1,3,41,68932,6044051,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1016",1,3,1,4,41,68932,6044051,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1017",1,3,1,5,41,68932,6044051,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1018",1,3,1,6,41,68932,6044051,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1019",1,3,1,1,41,68932,6044044,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1020",1,3,1,2,41,68932,6044044,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1021",1,3,1,3,41,68932,6044044,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1022",1,3,1,4,41,68932,6044044,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1023",1,3,1,5,41,68932,6044044,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1024",1,3,1,6,41,68932,6044044,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1025",1,3,1,1,41,68932,6043939,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1026",1,3,1,2,41,68932,6043939,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1027",1,3,1,3,41,68932,6043939,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1028",1,3,1,4,41,68932,6043939,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1029",1,3,1,5,41,68932,6043939,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1030",1,3,1,6,41,68932,6043939,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1031",1,3,1,1,41,68932,4130126,"Aerobic Capacity                   ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1032",1,3,1,2,41,68932,4130126,"Body Composition                   ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1033",1,3,1,3,41,68932,4130126,"Abdominal Strength                 ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1034",1,3,1,4,41,68932,4130126,"Trunk Extension Strength           ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1035",1,3,1,5,41,68932,4130126,"Upper Body Strength                ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1036",1,3,1,6,41,68932,4130126,"Flexibility                        ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1037",1,3,1,1,41,68932,132217,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1038",1,3,1,2,41,68932,132217,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1039",1,3,1,3,41,68932,132217,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1040",1,3,1,4,41,68932,132217,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1041",1,3,1,5,41,68932,132217,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1042",1,3,1,6,41,68932,132217,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1043",1,3,1,1,41,68932,105874,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1044",1,3,1,2,41,68932,105874,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1045",1,3,1,3,41,68932,105874,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1046",1,3,1,4,41,68932,105874,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1047",1,3,1,5,41,68932,105874,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1048",1,3,1,6,41,68932,105874,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1049",1,3,1,1,41,68924,4137790,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1050",1,3,1,2,41,68924,4137790,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1051",1,3,1,3,41,68924,4137790,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1052",1,3,1,4,41,68924,4137790,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1053",1,3,1,5,41,68924,4137790,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1054",1,3,1,6,41,68924,4137790,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",3,"**","**","**","**","0"
"1055",1,3,1,1,41,68924,4137535,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1056",1,3,1,2,41,68924,4137535,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1057",1,3,1,3,41,68924,4137535,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1058",1,3,1,4,41,68924,4137535,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1059",1,3,1,5,41,68924,4137535,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1060",1,3,1,6,41,68924,4137535,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",4,"**","**","**","**","0"
"1061",1,3,1,1,41,68924,4135075,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1062",1,3,1,2,41,68924,4135075,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1063",1,3,1,3,41,68924,4135075,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1064",1,3,1,4,41,68924,4135075,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1065",1,3,1,5,41,68924,4135075,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1066",1,3,1,6,41,68924,4135075,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",1,"**","**","**","**","0"
"1067",1,3,1,1,41,68924,4133393,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1068",1,3,1,2,41,68924,4133393,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1069",1,3,1,3,41,68924,4133393,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1070",1,3,1,4,41,68924,4133393,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1071",1,3,1,5,41,68924,4133393,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1072",1,3,1,6,41,68924,4133393,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",7,"**","**","**","**","0"
"1073",1,3,1,1,41,68916,6043756,"Aerobic Capacity                   ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1074",1,3,1,2,41,68916,6043756,"Body Composition                   ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1075",1,3,1,3,41,68916,6043756,"Abdominal Strength                 ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1076",1,3,1,4,41,68916,6043756,"Trunk Extension Strength           ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1077",1,3,1,5,41,68916,6043756,"Upper Body Strength                ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1078",1,3,1,6,41,68916,6043756,"Flexibility                        ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1079",1,3,1,1,41,68924,127548,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1080",1,3,1,2,41,68924,127548,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1081",1,3,1,3,41,68924,127548,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1082",1,3,1,4,41,68924,127548,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1083",1,3,1,5,41,68924,127548,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1084",1,3,1,6,41,68924,127548,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",2,"**","**","**","**","1500"
"1085",1,3,1,1,41,68916,6043723,"Aerobic Capacity                   ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1086",1,3,1,2,41,68916,6043723,"Body Composition                   ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1087",1,3,1,3,41,68916,6043723,"Abdominal Strength                 ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1088",1,3,1,4,41,68916,6043723,"Trunk Extension Strength           ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1089",1,3,1,5,41,68916,6043723,"Upper Body Strength                ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1090",1,3,1,6,41,68916,6043723,"Flexibility                        ",NA,"0","0","0","0",4,"**","**","**","**",NA,"0","0","0","0","0"
"1091",1,3,1,1,41,68916,112284,"Aerobic Capacity                   ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1092",1,3,1,2,41,68916,112284,"Body Composition                   ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1093",1,3,1,3,41,68916,112284,"Abdominal Strength                 ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1094",1,3,1,4,41,68916,112284,"Trunk Extension Strength           ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1095",1,3,1,5,41,68916,112284,"Upper Body Strength                ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1096",1,3,1,6,41,68916,112284,"Flexibility                        ",2,"**","**","**","**",3,"**","**","**","**",3,"**","**","**","**","802"
"1097",1,3,1,1,41,68908,6043707,"Aerobic Capacity                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1098",1,3,1,2,41,68908,6043707,"Body Composition                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1099",1,3,1,3,41,68908,6043707,"Abdominal Strength                 ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1100",1,3,1,4,41,68908,6043707,"Trunk Extension Strength           ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1101",1,3,1,5,41,68908,6043707,"Upper Body Strength                ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1102",1,3,1,6,41,68908,6043707,"Flexibility                        ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"1103",1,3,1,1,41,68908,6043699,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1104",1,3,1,2,41,68908,6043699,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1105",1,3,1,3,41,68908,6043699,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1106",1,3,1,4,41,68908,6043699,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1107",1,3,1,5,41,68908,6043699,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1108",1,3,1,6,41,68908,6043699,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1109",1,3,1,1,41,68908,6043681,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1110",1,3,1,2,41,68908,6043681,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1111",1,3,1,3,41,68908,6043681,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1112",1,3,1,4,41,68908,6043681,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1113",1,3,1,5,41,68908,6043681,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1114",1,3,1,6,41,68908,6043681,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1115",1,3,1,1,41,68908,6043673,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1116",1,3,1,2,41,68908,6043673,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1117",1,3,1,3,41,68908,6043673,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1118",1,3,1,4,41,68908,6043673,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1119",1,3,1,5,41,68908,6043673,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1120",1,3,1,6,41,68908,6043673,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1121",1,3,1,1,41,68908,1,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1122",1,3,1,2,41,68908,1,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1123",1,3,1,3,41,68908,1,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1124",1,3,1,4,41,68908,1,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1125",1,3,1,5,41,68908,1,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1126",1,3,1,6,41,68908,1,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1127",1,3,1,1,41,68890,6043665,"Aerobic Capacity                   ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1128",1,3,1,2,41,68890,6043665,"Body Composition                   ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1129",1,3,1,3,41,68890,6043665,"Abdominal Strength                 ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1130",1,3,1,4,41,68890,6043665,"Trunk Extension Strength           ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1131",1,3,1,5,41,68890,6043665,"Upper Body Strength                ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1132",1,3,1,6,41,68890,6043665,"Flexibility                        ",NA,"0","0","0","0",2,"**","**","**","**",NA,"0","0","0","0","0"
"1133",1,3,1,1,41,68890,6043657,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1134",1,3,1,2,41,68890,6043657,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1135",1,3,1,3,41,68890,6043657,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1136",1,3,1,4,41,68890,6043657,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1137",1,3,1,5,41,68890,6043657,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1138",1,3,1,6,41,68890,6043657,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1139",1,3,1,1,41,68890,6043632,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1140",1,3,1,2,41,68890,6043632,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"1141",1,3,1,3,41,68890,6043632,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
